familyname,birth_lng,birth_lat,work__lng,work_lat,count
лю,110.3362258,25.31887424,110.308463,25.320233,1
лю,110.3362258,25.31887424,110.324538,25.258567,1
лю,110.3714855,25.11280574,110.270437,25.279618,1
лю,110.3714855,25.11280574,110.308463,25.320233,1
лю,110.4126012,23.53868288,121.53252,31.265524,1
лю,110.4884958,29.35720051,110.557499,29.351681,1
лю,110.5010073,29.08853881,110.485533,29.122816,3
лю,110.5010073,29.08853881,110.544432,29.126191,5
лю,110.7174012,32.66383986,110.775424,32.6584,2
лю,110.7363994,32.86433507,112.140572,32.016175,1
лю,110.7859527,32.60560187,110.81958,32.597287,3
лю,110.8012289,32.63699434,110.775424,32.6584,1
лю,110.8012289,32.63699434,110.81958,32.597287,1
лю,110.8012289,32.63699434,113.226576,23.411162,1
лю,110.8012289,32.63699434,116.422401,39.934827,1
лю,110.8686098,21.67611592,112.996592,28.118211,1
лю,111.1932279,32.56747651,114.143459,30.62592,1
лю,111.2707065,28.91781768,113.890427,22.560033,1
лю,111.2812951,34.77177767,111.195574,34.775997,3
лю,111.2812951,34.77177767,113.631419,34.753439,1
лю,111.3109811,30.73275782,111.29256,30.716749,3
лю,111.3109811,30.73275782,111.367422,30.650737,1
лю,111.4222787,27.25033834,111.503442,27.239109,1
лю,111.4453963,32.98972267,116.305434,39.96549,1
лю,111.4712747,27.43119879,113.039408,28.191913,1
лю,111.585113,31.17685434,114.353622,30.56486,1
лю,111.6170136,33.91239248,112.476504,34.689601,1
лю,111.6199376,23.0436332,111.541554,23.240174,1
лю,111.6215856,26.56038168,111.598426,26.467706,1
лю,111.6215856,26.56038168,114.061547,22.528466,1
лю,111.6974499,28.99687124,111.689545,29.060783,4
лю,111.6974499,28.99687124,112.992585,28.261379,1
лю,111.7077031,29.75016814,114.137432,22.554485,1
лю,111.7285671,30.45176664,108.940498,34.236474,1
лю,111.7913268,40.92936078,111.67162,40.863877,3
лю,111.9285276,32.15395334,112.142599,32.050572,1
лю,112.0998572,30.39610336,112.196414,30.358989,2
лю,112.1624368,29.44899601,116.107604,39.946147,1
лю,112.1624368,29.44899601,121.430454,31.226848,1
лю,112.3431214,28.69406943,112.380598,28.584984,1
лю,112.3431214,28.69406943,120.148447,30.324643,1
лю,112.3515794,27.10962611,112.996592,28.118211,1
лю,112.3604655,28.13121263,116.449559,39.926375,1
лю,112.3727454,31.67333517,120.148447,30.324643,1
лю,112.3907532,34.67166759,112.402552,34.663469,2
лю,112.3907532,34.67166759,112.459421,34.624263,1
лю,112.4071257,34.68969374,112.459421,34.624263,1
лю,112.4241093,30.32572272,112.196414,30.358989,1
лю,112.4444992,29.24271435,113.039408,28.191913,1
лю,112.4444992,29.24271435,113.129505,23.015374,1
лю,112.4613236,28.45691937,112.361516,28.559711,1
лю,112.4613236,28.45691937,112.380598,28.584984,4
лю,112.4613236,28.45691937,114.350456,30.506334,1
лю,112.4777939,23.10332326,113.32354,23.088981,1
лю,112.4842674,33.0098387,112.541462,32.992484,1
лю,112.5649422,28.97718604,113.136481,29.377995,1
лю,112.5649422,28.97718604,120.578472,31.301933,1
лю,112.6024877,26.9588802,112.573444,26.91772,1
лю,112.6298363,37.91555606,113.936539,22.5385,1
лю,112.6510095,29.49339583,121.557403,29.865721,1
лю,112.663203,37.8657373,112.569385,37.869532,2
лю,112.663203,37.8657373,120.136438,30.265916,1
лю,112.6813301,24.50948555,113.279433,23.164317,1
лю,112.71963,27.28191238,114.137432,22.554485,1
лю,112.768768,30.34311579,114.254455,22.726017,1
лю,112.768768,30.34311579,118.785445,31.997859,1
лю,112.7726068,32.09251058,113.368509,23.130358,1
лю,112.7888054,27.66922281,113.273426,23.13526,1
лю,112.8053736,28.7130897,114.350456,30.506334,1
лю,112.8053736,28.7130897,114.38949,23.089726,1
лю,112.82353,29.46196318,113.271431,23.135336,1
лю,112.8252066,28.29707758,112.945473,28.234889,1
лю,112.855303,35.52055875,112.142599,32.050572,2
лю,112.855303,35.52055875,112.176326,32.094934,1
лю,112.855303,35.52055875,113.92251,30.930689,1
лю,112.855303,35.52055875,114.362382,36.113132,1
лю,112.855303,35.52055875,115.080413,35.783633,1
лю,112.855303,35.52055875,117.266461,31.857378,1
лю,112.855303,35.52055875,118.776519,32.072405,1
лю,112.855303,35.52055875,119.412731,32.432026,1
лю,112.855303,35.52055875,120.175579,30.248398,1
лю,112.855303,35.52055875,120.191605,30.862955,4
лю,112.855303,35.52055875,120.424601,30.855243,3
лю,112.855303,35.52055875,120.824452,32.037345,1
лю,112.855303,35.52055875,120.830034,31.321659,1
лю,112.855303,35.52055875,121.403569,31.254973,1
лю,112.8944799,27.87184346,108.940498,34.236474,1
лю,112.8944799,27.87184346,112.91345,27.862467,2
лю,112.8944799,27.87184346,113.042422,28.142233,1
лю,112.8944799,27.87184346,121.53252,31.265524,1
лю,112.9086994,28.20270663,112.937448,28.241489,4
лю,112.9086994,28.20270663,112.945473,28.234889,2
лю,112.9086994,28.20270663,114.061547,22.528466,1
лю,112.9961952,28.14447086,112.996592,28.118211,3
лю,112.9961952,28.14447086,113.039408,28.191913,1
лю,112.9961952,28.14447086,113.042422,28.142233,6
лю,112.9961952,28.14447086,113.135489,29.363178,1
лю,112.9961952,28.14447086,113.936539,22.5385,1
лю,113.0019564,29.84893325,114.061547,22.528466,1
лю,113.0019564,29.84893325,114.350456,30.506334,1
лю,113.0019564,29.84893325,121.443396,31.194557,1
лю,113.0202007,28.14644436,110.0464,27.585226,1
лю,113.0202007,28.14644436,112.380598,28.584984,1
лю,113.0202007,28.14644436,112.937448,28.241489,1
лю,113.0202007,28.14644436,113.039408,28.191913,1
лю,113.0202007,28.14644436,113.042422,28.142233,3
лю,113.0209689,28.20381055,112.937448,28.241489,1
лю,113.0209689,28.20381055,113.039408,28.191913,1
лю,113.023488,27.92774736,112.950464,27.835702,2
лю,113.023488,27.92774736,112.975589,27.877721,1
лю,113.02473,28.26021906,112.992585,28.261379,2
лю,113.02473,28.26021906,113.039408,28.191913,1
лю,113.0470018,40.03649563,113.306436,40.082469,1
лю,113.0510015,25.77351516,113.890427,22.560033,1
лю,113.068009,27.77777212,113.124568,27.880705,1
лю,113.068009,27.77777212,113.180452,27.862156,1
лю,113.1145853,23.62585597,113.069477,23.704022,5
лю,113.1145853,23.62585597,113.39047,22.943831,1
лю,113.1145853,23.62585597,114.137432,22.554485,1
лю,113.1250268,28.80195809,113.135489,29.363178,1
лю,113.1533478,27.53593624,113.140471,27.833568,1
лю,113.1553698,29.36774346,113.039408,28.191913,1
лю,113.1553698,29.36774346,113.135489,29.363178,1
лю,113.1553698,29.36774346,113.136481,29.377995,4
лю,113.1553698,29.36774346,121.53252,31.265524,1
лю,113.1553698,29.36774346,121.628572,29.866033,1
лю,113.1635111,27.94158415,113.140471,27.833568,1
лю,113.1635111,27.94158415,113.158419,27.791509,2
лю,113.1635111,27.94158415,113.32354,23.088981,1
лю,113.1697598,27.82207253,113.124568,27.880705,1
лю,113.1697598,27.82207253,113.140471,27.833568,2
лю,113.2080822,33.77154644,113.250515,33.68579,1
лю,113.2080822,33.77154644,113.30044,33.743657,1
лю,113.2125259,27.90722881,112.91345,27.862467,1
лю,113.2125259,27.90722881,113.124568,27.880705,1
лю,113.2125259,27.90722881,113.158419,27.791509,2
лю,113.2125259,27.90722881,113.180452,27.862156,1
лю,113.224946,28.32275863,112.937448,28.241489,1
лю,113.224946,28.32275863,112.945473,28.234889,1
лю,113.230804,35.24171236,113.237572,35.24631,2
лю,113.230804,35.24171236,113.260484,35.220272,1
лю,113.2344228,23.0936662,113.250502,23.131791,6
лю,113.2375272,29.17849853,123.476405,41.811425,1
лю,113.287833,23.13927786,113.273426,23.13526,4
лю,113.287833,23.13927786,113.32354,23.088981,1
лю,113.2969659,40.10254287,117.380794,38.729573,1
лю,113.3313063,23.29451408,113.279433,23.164317,3
лю,113.3313063,23.29451408,113.522574,23.256272,1
лю,113.3338413,23.08762923,113.271431,23.135336,1
лю,113.3338413,23.08762923,113.32354,23.088981,7
лю,113.3338413,23.08762923,118.392606,31.345867,1
лю,113.3537742,29.52621073,112.996592,28.118211,1
лю,113.3537742,29.52621073,113.135489,29.363178,1
лю,113.3537742,29.52621073,113.278407,29.479907,1
лю,113.3653885,33.76910781,116.305434,39.96549,1
лю,113.3796062,24.70819323,113.129505,23.015374,1
лю,113.3796062,24.70819323,113.594556,24.798486,1
лю,113.3796062,24.70819323,114.137432,22.554485,1
лю,113.3856429,23.16612927,113.271431,23.135336,1
лю,113.3856429,23.16612927,113.32354,23.088981,1
лю,113.3856429,23.16612927,113.368509,23.130358,2
лю,113.3856429,23.16612927,113.936539,22.5385,1
лю,113.3970513,22.52488153,113.129505,23.015374,4
лю,113.3970513,22.52488153,113.550472,22.273004,1
лю,113.42206,22.54517751,113.409731,22.506358,2
лю,113.470625,27.66227857,113.237572,35.24631,1
лю,113.4878314,27.17226774,112.992585,28.261379,1
лю,113.4928846,23.10871181,113.124568,27.880705,1
лю,113.4928846,23.10871181,113.32354,23.088981,1
лю,113.5197494,29.49614601,113.180452,27.862156,1
лю,113.533731,22.26559984,113.550472,22.273004,3
лю,113.5389147,29.996772,114.350456,30.506334,1
лю,113.5572814,34.77947429,113.619476,34.754451,1
лю,113.5774503,24.91916225,114.061547,22.528466,1
лю,113.6068419,24.81038464,113.617477,24.810414,1
лю,113.6068419,24.81038464,130.323361,47.344987,1
лю,113.6128381,37.85786536,102.713423,25.049835,1
лю,113.6164817,34.69806633,113.237572,35.24631,1
лю,113.6164817,34.69806633,113.631419,34.753439,2
лю,113.6816784,30.62203921,113.91749,30.922978,1
лю,113.7080113,34.79740641,112.459421,34.624263,1
лю,113.7080113,34.79740641,113.666448,34.80607,3
лю,113.7208465,28.76220296,123.426644,41.795236,1
лю,113.7218611,34.70900381,113.631419,34.753439,1
лю,113.7398182,27.53370963,113.7405,27.645875,2
лю,113.7398182,27.53370963,113.936539,22.5385,1
лю,113.7398182,27.53370963,114.353622,30.56486,1
лю,113.7429135,36.59810454,115.471464,38.879988,1
лю,113.763434,23.04302382,113.67007,22.867337,1
лю,113.8646377,35.29483158,113.915513,35.321023,1
лю,113.8788689,27.64539499,113.158419,27.791509,1
лю,113.8788689,27.64539499,113.271431,23.135336,1
лю,113.8788689,27.64539499,113.87744,27.621308,3
лю,113.8788689,27.64539499,120.426315,31.516546,1
лю,113.9146189,35.28615009,113.9336,35.30964,1
лю,113.9597769,27.22344548,113.968541,27.133463,1
лю,113.9720646,30.45618352,114.277506,30.607282,1
лю,114.016142,30.9446167,113.91749,30.922978,1
лю,114.016142,30.9446167,121.531519,38.958002,1
лю,114.0348721,31.23975887,114.350456,30.506334,2
лю,114.0555928,22.55173057,114.061547,22.528466,2
лю,114.0871551,30.69815326,114.143459,30.62592,3
лю,114.2175919,30.54726521,114.225446,30.560052,3
лю,114.2175919,30.54726521,114.277506,30.607282,1
лю,114.2663837,30.61095138,114.277506,30.607282,6
лю,114.2663837,30.61095138,114.311582,30.598467,1
лю,114.2663837,30.61095138,114.353622,30.56486,1
лю,114.2663837,30.61095138,116.372514,39.918124,1
лю,114.3328681,30.65609089,104.072053,30.599057,1
лю,114.3328681,30.65609089,113.368509,23.130358,1
лю,114.3328681,30.65609089,114.22146,30.587584,1
лю,114.3328681,30.65609089,114.316579,30.605403,13
лю,114.3328681,30.65609089,114.391493,30.646593,1
лю,114.3328681,30.65609089,119.475604,32.203785,1
лю,114.3409885,34.86057277,114.314593,34.802886,1
лю,114.3536223,30.56486029,112.992585,28.261379,1
лю,114.3536223,30.56486029,113.936539,22.5385,1
лю,114.3536223,30.56486029,114.061547,22.528466,1
лю,114.3536223,30.56486029,114.277506,30.607282,1
лю,114.3536223,30.56486029,114.311582,30.598467,1
лю,114.3536223,30.56486029,114.350456,30.506334,3
лю,114.3536223,30.56486029,114.353622,30.56486,21
лю,114.3536223,30.56486029,116.305434,39.96549,2
лю,114.3536223,30.56486029,116.372514,39.918124,1
лю,114.3536223,30.56486029,118.677152,31.151384,1
лю,114.3646442,30.9852859,114.311582,30.598467,1
лю,114.3914359,36.1416959,114.362382,36.113132,1
лю,114.4338964,30.54362328,110.775424,32.6584,1
лю,114.4338964,30.54362328,110.81958,32.597287,1
лю,114.4338964,30.54362328,114.225446,30.560052,1
лю,114.4338964,30.54362328,114.350456,30.506334,2
лю,114.4444954,30.63320506,110.81958,32.597287,1
лю,114.4444954,30.63320506,114.353622,30.56486,1
лю,114.4444954,30.63320506,114.391493,30.646593,4
лю,114.4444954,30.63320506,116.372514,39.918124,1
лю,114.4444954,30.63320506,117.043543,25.104078,1
лю,114.4444954,30.63320506,121.550455,31.227348,1
лю,114.4461919,29.00002131,116.422401,39.934827,1
лю,114.4535014,38.11721864,119.617475,39.940413,1
лю,114.4684013,37.05357966,114.474393,37.066172,1
лю,114.4858976,23.1630635,114.38949,23.089726,1
лю,114.5107843,38.06338975,120.187607,30.286744,1
лю,114.5110676,36.63721482,114.448095,36.610369,1
лю,114.5926216,38.0768748,114.537583,38.012088,1
лю,114.5926216,38.0768748,116.369352,39.891531,1
лю,114.6281188,31.29012275,114.624426,31.294297,1
лю,114.7014718,30.47306762,114.350456,30.506334,1
лю,114.7014718,30.47306762,114.353622,30.56486,1
лю,114.7014718,30.47306762,121.430454,31.226848,1
лю,114.7669033,35.21812761,114.67561,35.207198,1
лю,114.7687821,34.50596346,121.53252,31.265524,1
лю,114.895594,30.38443932,114.8986,30.406389,4
лю,114.901016,30.32060311,113.409731,22.506358,1
лю,114.901016,30.32060311,114.8986,30.406389,1
лю,114.9151664,40.78291035,114.900606,40.794268,2
лю,114.9151664,40.78291035,117.203593,39.153485,1
лю,114.9373653,25.83871092,114.927551,25.823747,1
лю,114.9929868,30.19581813,121.651547,38.924511,1
лю,115.0078506,27.85057812,114.951424,27.80684,1
лю,115.0078506,27.85057812,121.550455,31.227348,1
лю,115.0231595,29.26384403,115.107442,29.262352,6
лю,115.0231595,29.26384403,116.449559,39.926375,1
лю,115.0430011,34.39975983,116.305434,39.96549,1
лю,115.0731594,30.23376497,110.373498,20.034646,1
лю,115.0731594,30.23376497,114.350456,30.506334,1
лю,115.0731594,30.23376497,115.072417,30.229053,1
лю,115.0731594,30.23376497,115.116481,30.210695,1
лю,115.0731594,30.23376497,121.443396,31.194557,1
лю,115.0897146,31.21794312,116.305434,39.96549,1
лю,115.1322666,30.18448551,115.072417,30.229053,1
лю,115.1322666,30.18448551,115.116481,30.210695,2
лю,115.1322666,30.18448551,121.453432,31.233845,1
лю,115.1783456,38.67901498,115.161588,38.700158,1
лю,115.1783456,38.67901498,115.471464,38.879988,1
лю,115.2762511,30.50740028,114.061547,22.528466,1
лю,115.5329119,38.89751051,115.471464,38.879988,2
лю,115.6651481,24.90510107,115.653515,24.969447,1
лю,115.7424754,29.14131062,115.968552,28.687596,1
лю,115.8420355,29.64022993,115.842035,29.64023,2
лю,115.8628363,39.72675262,116.449559,39.926375,1
лю,115.885738,35.96638913,113.666448,34.80607,1
лю,115.8989477,28.65732589,115.883536,28.661977,1
лю,115.8989477,28.65732589,115.905466,28.691259,2
лю,115.8989477,28.65732589,115.931416,28.627236,2
лю,115.8989477,28.65732589,115.968552,28.687596,2
лю,115.9077056,36.45582959,115.994587,36.440378,1
лю,115.9101483,28.69237515,113.936539,22.5385,1
лю,115.9101483,28.69237515,114.249415,26.951537,1
лю,115.9101483,28.69237515,114.929521,25.391975,1
лю,115.9101483,28.69237515,115.864805,28.703758,1
лю,115.9101483,28.69237515,115.883536,28.661977,2
лю,115.9101483,28.69237515,115.905466,28.691259,5
лю,115.9101483,28.69237515,121.403569,31.254973,1
лю,115.9101483,28.69237515,121.53252,31.265524,1
лю,115.9219542,28.63660146,115.883536,28.661977,1
лю,115.9219542,28.63660146,115.931416,28.627236,2
лю,115.9219542,28.63660146,116.31849,27.940459,1
лю,115.9309064,28.7008485,114.434561,27.802583,1
лю,115.9309064,28.7008485,115.905466,28.691259,1
лю,115.9309064,28.7008485,115.968552,28.687596,1
лю,115.9648826,29.36027144,115.964883,29.360271,2
лю,115.9990536,39.48248181,118.185094,39.686327,1
лю,116.0027679,29.71784889,115.883536,28.661977,1
лю,116.0027679,29.71784889,115.996558,29.733094,4
лю,116.0027679,29.71784889,116.007535,29.711341,1
лю,116.0027679,29.71784889,118.829884,32.030369,1
лю,116.0097358,29.66658569,115.996558,29.733094,1
лю,116.0097358,29.66658569,116.007535,29.711341,1
лю,116.0097358,29.66658569,116.009736,29.666586,1
лю,116.0097358,29.66658569,117.209548,29.305778,1
лю,116.0121163,26.59023246,116.015494,26.47598,3
лю,116.0399854,32.94158511,115.863617,32.917362,1
лю,116.0399854,32.94158511,120.648566,31.37469,1
лю,116.115952,24.29075035,113.273426,23.13526,1
лю,116.115952,24.29075035,114.061547,22.528466,2
лю,116.115952,24.29075035,116.123536,24.315879,2
лю,116.1248057,35.80160625,114.149484,22.498024,1
лю,116.1845558,39.93886654,116.229613,39.911354,1
лю,116.2001336,37.66847747,115.675406,37.745191,1
лю,116.2396778,40.03316205,106.57544,29.55909,1
лю,116.2396778,40.03316205,106.720528,26.574336,1
лю,116.2396778,40.03316205,116.305434,39.96549,12
лю,116.2396778,40.03316205,116.449559,39.926375,1
лю,116.2396778,40.03316205,118.800407,32.045139,1
лю,116.2583703,39.84193785,116.292402,39.864937,3
лю,116.2583703,39.84193785,116.422401,39.934827,1
лю,116.2653142,32.66246022,116.263477,32.659028,1
лю,116.2925612,29.66806051,116.258471,29.737132,1
лю,116.3072911,35.43419903,113.177986,23.459887,1
лю,116.3072911,35.43419903,120.204547,35.966383,1
лю,116.3072911,35.43419903,120.304596,31.686741,1
лю,116.3174578,28.44175803,115.01857,25.866385,4
лю,116.3174578,28.44175803,116.248538,28.382759,3
лю,116.369352,39.89153088,116.292402,39.864937,1
лю,116.369352,39.89153088,116.369352,39.891531,3
лю,116.369352,39.89153088,121.491586,31.237247,1
лю,116.371884,25.6969585,121.388612,31.118843,1
лю,116.3731901,39.93428014,116.229613,39.911354,1
лю,116.3731901,39.93428014,116.237618,40.226413,1
лю,116.3731901,39.93428014,116.292402,39.864937,1
лю,116.3731901,39.93428014,116.305434,39.96549,2
лю,116.3731901,39.93428014,116.369352,39.891531,1
лю,116.3731901,39.93428014,116.372514,39.918124,7
лю,116.3731901,39.93428014,116.422401,39.934827,1
лю,116.3731901,39.93428014,116.434437,39.913577,1
лю,116.4218847,39.93857401,116.292402,39.864937,1
лю,116.4218847,39.93857401,116.422401,39.934827,3
лю,116.4218847,39.93857401,116.449559,39.926375,3
лю,116.4246363,39.88929181,116.305434,39.96549,1
лю,116.4246363,39.88929181,116.424636,39.889292,1
лю,116.4300789,37.15661761,117.082567,36.672163,1
лю,116.5216949,39.95895317,116.449559,39.926375,5
лю,116.5216949,39.95895317,120.187607,30.286744,1
лю,116.5528155,30.75863928,116.552816,30.758639,2
лю,116.574306,39.10932008,117.380794,38.729573,1
лю,116.5983404,35.4105287,105.852426,32.440208,2
лю,116.6293321,29.83459741,116.55551,29.902122,1
лю,116.6782535,36.72345433,117.126399,36.656554,1
лю,116.6880923,30.24256822,116.55551,29.902122,1
лю,116.6880923,30.24256822,116.70059,30.129968,1
лю,116.7289616,33.98833472,116.800521,33.965827,2
лю,116.7289616,33.98833472,116.970544,33.652095,1
лю,116.7961231,39.34531218,116.709633,39.52616,2
лю,116.8145555,37.6856216,116.305449,37.456993,1
лю,116.8255213,32.6523902,116.840564,32.637137,3
лю,116.8255213,32.6523902,120.578472,31.301933,1
лю,116.866193,32.80069462,117.006389,32.631847,1
лю,116.8911992,36.68253137,116.907458,36.657562,1
лю,116.8911992,36.68253137,117.126399,36.656554,1
лю,116.9061227,23.86502972,114.137432,22.554485,1
лю,116.9081818,33.84405351,116.908182,33.844054,1
лю,116.9087721,32.54440018,116.865439,32.606255,1
лю,116.921574,28.32107049,116.921574,28.32107,1
лю,116.953559,30.97256797,117.097514,30.517523,1
лю,116.953559,30.97256797,118.677152,31.151384,1
лю,116.9549671,34.11325141,116.834612,33.997285,1
лю,116.9727723,38.86126214,116.972772,38.861262,1
лю,116.9809683,30.53248725,114.350456,30.506334,1
лю,116.9831571,36.77807769,120.282126,31.609369,1
лю,117.0146872,32.56436377,117.006389,32.631847,1
лю,117.0146872,32.56436377,117.059583,32.63727,1
лю,117.0146872,32.56436377,121.388612,31.118843,1
лю,117.0362609,31.73263807,106.295494,38.479579,1
лю,117.0362609,31.73263807,108.940498,34.236474,1
лю,117.0420865,33.03713075,117.211506,32.976004,2
лю,117.0420865,33.03713075,117.399513,32.948644,1
лю,117.057706,28.24720538,118.088408,24.451948,1
лю,117.0863224,25.22220638,110.373498,20.034646,1
лю,117.0863224,25.22220638,117.043543,25.104078,1
лю,117.0863224,25.22220638,121.769904,31.051898,1
лю,117.1015858,36.65933858,116.907458,36.657562,1
лю,117.1015858,36.65933858,117.082567,36.672163,4
лю,117.1171376,32.64353587,120.136438,30.265916,1
лю,117.132942,23.87404073,118.088408,24.451948,1
лю,117.1525423,30.5414576,117.097514,30.517523,2
лю,117.1525423,30.5414576,117.57449,30.693858,1
лю,117.1622168,39.17062133,117.649081,39.007936,1
лю,117.1627279,39.11698729,106.547454,29.408475,1
лю,117.1627279,39.11698729,117.156515,39.144105,3
лю,117.1744384,32.28611115,116.865439,32.606255,2
лю,117.1744384,32.28611115,117.006389,32.631847,3
лю,117.1744384,32.28611115,117.266461,31.857378,1
лю,117.175584,34.24194658,114.061547,22.528466,1
лю,117.175584,34.24194658,117.20059,34.249943,3
лю,117.1839022,36.21545724,117.048556,36.193291,1
лю,117.1839022,36.21545724,120.204547,35.966383,1
лю,117.1861999,29.27215484,117.209548,29.305778,2
лю,117.1908184,36.61268816,117.07159,36.685656,1
лю,117.1908184,36.61268816,121.388612,31.118843,1
лю,117.2028137,39.12480884,117.221467,39.12339,2
лю,117.2028137,39.12480884,117.229416,39.115718,1
лю,117.2185988,26.41848413,119.310492,26.088114,1
лю,117.2202968,39.17314893,117.203593,39.153485,1
лю,117.2312804,31.83818493,108.940498,34.236474,1
лю,117.2312804,31.83818493,117.266461,31.857378,2
лю,117.2312804,31.83818493,117.271459,31.884887,1
